User Name,IMEI,Phone Number,Modified Date,Blocked
alldevices@alldevices.uk,351777091776920,882360008671096,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,351777091778322,882360008671099,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,351777091780104,882360008671098,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,351777091780138,882360008671097,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,351777093748042,882360011348021,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,352503090496818,882360008671082,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549090412478,882360011348023,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549090418210,882360011120522,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091185628,882360011409513,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091185651,882360011409514,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091187574,882360011426959,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091193234,882360011348046,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091463900,882360012771562,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091694330,882360012775725,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091694355,882360012774888,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091694405,882360012774859,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091694454,882360012774895,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091694462,882360012775666,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091694850,882360012775527,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091695667,882360012771508,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091697267,882360012775607,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091697317,882360012775726,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091697333,882360012774884,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091697481,882360012774893,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091697523,882360012774786,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091699727,882360012775665,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353549091699735,882360012774894,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353549091700418,882360012774891,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092170477,882360012774784,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092170931,882360011336233,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092172499,882360012775674,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353701092172697,882360011348042,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092172713,882360012771505,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092176771,882360012774785,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353701092176797,882360012775744,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353701092176805,882360012775501,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092176862,882360012775673,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092177241,882360012775519,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,353701092177589,882360011422271,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092177647,882360012289543,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,353701092177779,882360012775718,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110107659,882360012289562,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110107766,882360012289513,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110107808,882360012289514,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110107816,882360011426956,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110145261,882360012774821,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110146293,882360012774913,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110146525,882360012774900,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110148828,882360012774903,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110149313,882360011336250,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110149321,882360011336219,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110149396,882360011336220,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110149495,882360011336223,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110149578,882360011336222,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110149685,882360012774923,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110149727,882360011336212,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110150105,882360011426967,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110150154,882360012771503,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110186885,882360012774892,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110186927,882360012774879,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110186976,882360012774950,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110187008,882360012774883,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110187073,882360012774878,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110187081,882360012774881,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110187198,882360012774882,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110197858,882360012774877,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110323579,882360012774905,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110324023,882360012775526,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110324049,882360012775507,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110351091,882360012774924,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110351141,882360012771556,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110351240,882360012774920,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110351257,882360012774927,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110351265,882360012289555,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110351273,882360012774921,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110351331,882360012774919,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110352776,882360012289512,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110364169,882360012774911,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110368640,882360011336251,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110368673,882360011336214,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110368780,882360012775522,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110371479,882360012774862,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110373228,882360012774871,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110374135,882360012771502,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110374739,882360012774833,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110380504,882360012775525,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110380520,882360012775523,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110380595,882360012775508,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110380678,882360012775524,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110380785,882360011336213,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110389455,882360012774874,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110389463,882360012774864,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110389539,882360012774873,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110417348,882360012774922,2/3/2021 12:44:08 AM,False
alldevices@alldevices.uk,354017110419591,882360012287216,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110419617,882360011426965,2/3/2021 12:44:08 AM,True
alldevices@alldevices.uk,354017110419682,882360011426968,2/3/2021 12:44:08 AM,True
